occupation,bias_label,target_gender,complexity,position,system,system_type,correct
Lawyers,N,m,smp,ante,LLaMA,LLM,1
Lawyers,N,m,smp,ante,DeepSeek,LLM,1
Lawyers,N,f,smp,ante,Google,NMT,1
Lawyers,N,f,smp,ante,DeepL,NMT,1
Lawyers,N,f,smp,ante,GPT5,LLM,1
Lawyers,N,f,smp,ante,Claude,LLM,1
Lawyers,N,f,smp,ante,Ministral,LLM,1
Lawyers,N,f,smp,ante,Qwen,LLM,1
Lawyers,N,f,smp,ante,LLaMA,LLM,1
Lawyers,N,f,smp,ante,DeepSeek,LLM,0
Lawyers,N,m,cpx,ante,Google,NMT,1
Lawyers,N,m,cpx,ante,DeepL,NMT,1
Lawyers,N,m,cpx,ante,GPT5,LLM,1
Lawyers,N,m,cpx,ante,Claude,LLM,1
Lawyers,N,m,cpx,ante,Ministral,LLM,1
Lawyers,N,m,cpx,ante,Qwen,LLM,1
Lawyers,N,m,cpx,ante,LLaMA,LLM,1
Lawyers,N,m,cpx,ante,DeepSeek,LLM,1
Lawyers,N,f,cpx,ante,Google,NMT,0
Lawyers,N,f,cpx,ante,DeepL,NMT,0
Lawyers,N,f,cpx,ante,GPT5,LLM,1
Lawyers,N,f,cpx,ante,Claude,LLM,1
Lawyers,N,f,cpx,ante,Ministral,LLM,1
Lawyers,N,f,cpx,ante,Qwen,LLM,1
Lawyers,N,f,cpx,ante,LLaMA,LLM,1
Lawyers,N,f,cpx,ante,DeepSeek,LLM,1
Lawyers,N,m,smp,post,Google,NMT,1
Lawyers,N,m,smp,post,DeepL,NMT,1
Lawyers,N,m,smp,post,GPT5,LLM,1
Lawyers,N,m,smp,post,Claude,LLM,1
Lawyers,N,m,smp,post,Ministral,LLM,1
Lawyers,N,m,smp,post,Qwen,LLM,1
Lawyers,N,m,smp,post,LLaMA,LLM,1
Lawyers,N,m,smp,post,DeepSeek,LLM,1
Lawyers,N,f,smp,post,Google,NMT,1
Lawyers,N,f,smp,post,DeepL,NMT,1
Lawyers,N,f,smp,post,GPT5,LLM,1
Lawyers,N,f,smp,post,Claude,LLM,1
Lawyers,N,f,smp,post,Ministral,LLM,1
Lawyers,N,f,smp,post,Qwen,LLM,1
Lawyers,N,f,smp,post,LLaMA,LLM,1
Lawyers,N,f,smp,post,DeepSeek,LLM,1
Lawyers,N,m,cpx,post,Google,NMT,1
Lawyers,N,m,cpx,post,DeepL,NMT,1
Lawyers,N,m,cpx,post,GPT5,LLM,1
Lawyers,N,m,cpx,post,Claude,LLM,1
Lawyers,N,m,cpx,post,Ministral,LLM,1
Lawyers,N,m,cpx,post,Qwen,LLM,1
Lawyers,N,m,cpx,post,LLaMA,LLM,1
Lawyers,N,m,cpx,post,DeepSeek,LLM,1
Lawyers,N,f,cpx,post,Google,NMT,1
Lawyers,N,f,cpx,post,DeepL,NMT,1
Lawyers,N,f,cpx,post,GPT5,LLM,1
Lawyers,N,f,cpx,post,Claude,LLM,1
Lawyers,N,f,cpx,post,Ministral,LLM,0
Lawyers,N,f,cpx,post,Qwen,LLM,1
Lawyers,N,f,cpx,post,LLaMA,LLM,0
Lawyers,N,f,cpx,post,DeepSeek,LLM,1
Cooks,N,m,smp,ante,Google,NMT,1
Cooks,N,m,smp,ante,DeepL,NMT,1
Cooks,N,m,smp,ante,GPT5,LLM,1
Cooks,N,m,smp,ante,Claude,LLM,1
Cooks,N,m,smp,ante,Ministral,LLM,1
Cooks,N,m,smp,ante,Qwen,LLM,1
Cooks,N,m,smp,ante,LLaMA,LLM,1
Cooks,N,m,smp,ante,DeepSeek,LLM,1
Cooks,N,f,smp,ante,Google,NMT,1
Cooks,N,f,smp,ante,DeepL,NMT,1
Cooks,N,f,smp,ante,GPT5,LLM,1
Cooks,N,f,smp,ante,Claude,LLM,1
Cooks,N,f,smp,ante,Ministral,LLM,0
Cooks,N,f,smp,ante,Qwen,LLM,1
Cooks,N,f,smp,ante,LLaMA,LLM,1
Cooks,N,f,smp,ante,DeepSeek,LLM,0
Cooks,N,m,cpx,ante,Google,NMT,1
Cooks,N,m,cpx,ante,DeepL,NMT,1
Cooks,N,m,cpx,ante,GPT5,LLM,1
Cooks,N,m,cpx,ante,Claude,LLM,1
Cooks,N,m,cpx,ante,Ministral,LLM,1
Cooks,N,m,cpx,ante,Qwen,LLM,1
Cooks,N,m,cpx,ante,LLaMA,LLM,1
Cooks,N,m,cpx,ante,DeepSeek,LLM,1
Cooks,N,f,cpx,ante,Google,NMT,0
Cooks,N,f,cpx,ante,DeepL,NMT,0
Cooks,N,f,cpx,ante,GPT5,LLM,1
Cooks,N,f,cpx,ante,Claude,LLM,1
Cooks,N,f,cpx,ante,Ministral,LLM,0
Cooks,N,f,cpx,ante,Qwen,LLM,1
Cooks,N,f,cpx,ante,LLaMA,LLM,0
Cooks,N,f,cpx,ante,DeepSeek,LLM,1
Cooks,N,m,smp,post,Google,NMT,1
Cooks,N,m,smp,post,DeepL,NMT,1
Cooks,N,m,smp,post,GPT5,LLM,1
Cooks,N,m,smp,post,Claude,LLM,1
Cooks,N,m,smp,post,Ministral,LLM,1
Cooks,N,m,smp,post,Qwen,LLM,1
Cooks,N,m,smp,post,LLaMA,LLM,1
Cooks,N,m,smp,post,DeepSeek,LLM,1
Cooks,N,f,smp,post,Google,NMT,1
Cooks,N,f,smp,post,DeepL,NMT,1
Cooks,N,f,smp,post,GPT5,LLM,1
Cooks,N,f,smp,post,Claude,LLM,1
Cooks,N,f,smp,post,Ministral,LLM,1
Cooks,N,f,smp,post,Qwen,LLM,1
Cooks,N,f,smp,post,LLaMA,LLM,1
Cooks,N,f,smp,post,DeepSeek,LLM,1
Cooks,N,m,cpx,post,Google,NMT,1
Cooks,N,m,cpx,post,DeepL,NMT,1
Cooks,N,m,cpx,post,GPT5,LLM,1
Cooks,N,m,cpx,post,Claude,LLM,1
Cooks,N,m,cpx,post,Ministral,LLM,1
Cooks,N,m,cpx,post,Qwen,LLM,1
Cooks,N,m,cpx,post,LLaMA,LLM,1
Cooks,N,m,cpx,post,DeepSeek,LLM,1
Cooks,N,f,cpx,post,Google,NMT,0
Cooks,N,f,cpx,post,DeepL,NMT,1
Cooks,N,f,cpx,post,GPT5,LLM,1
Cooks,N,f,cpx,post,Claude,LLM,1
Cooks,N,f,cpx,post,Ministral,LLM,0
Cooks,N,f,cpx,post,Qwen,LLM,1
Cooks,N,f,cpx,post,LLaMA,LLM,0
Cooks,N,f,cpx,post,DeepSeek,LLM,1
Photographers,N,m,smp,ante,Google,NMT,1
Photographers,N,m,smp,ante,DeepL,NMT,1
Photographers,N,m,smp,ante,GPT5,LLM,1
Photographers,N,m,smp,ante,Claude,LLM,1
Photographers,N,m,smp,ante,Ministral,LLM,1
Photographers,N,m,smp,ante,Qwen,LLM,1
Photographers,N,m,smp,ante,LLaMA,LLM,1
Photographers,N,m,smp,ante,DeepSeek,LLM,1
Photographers,N,f,smp,ante,Google,NMT,1
Photographers,N,f,smp,ante,DeepL,NMT,1
Photographers,N,f,smp,ante,GPT5,LLM,1
Photographers,N,f,smp,ante,Claude,LLM,1
Photographers,N,f,smp,ante,Ministral,LLM,1
Photographers,N,f,smp,ante,Qwen,LLM,1
Photographers,N,f,smp,ante,LLaMA,LLM,1
Photographers,N,f,smp,ante,DeepSeek,LLM,1
Photographers,N,m,cpx,ante,Google,NMT,1
Photographers,N,m,cpx,ante,DeepL,NMT,1
Photographers,N,m,cpx,ante,GPT5,LLM,1
Photographers,N,m,cpx,ante,Claude,LLM,1
Photographers,N,m,cpx,ante,Ministral,LLM,1
Photographers,N,m,cpx,ante,Qwen,LLM,1
Photographers,N,m,cpx,ante,LLaMA,LLM,1
Photographers,N,m,cpx,ante,DeepSeek,LLM,1
Photographers,N,f,cpx,ante,Google,NMT,0
Photographers,N,f,cpx,ante,DeepL,NMT,0
Photographers,N,f,cpx,ante,GPT5,LLM,1
Photographers,N,f,cpx,ante,Claude,LLM,1
Photographers,N,f,cpx,ante,Ministral,LLM,1
Photographers,N,f,cpx,ante,Qwen,LLM,1
Photographers,N,f,cpx,ante,LLaMA,LLM,1
Photographers,N,f,cpx,ante,DeepSeek,LLM,1
Photographers,N,m,smp,post,Google,NMT,1
Photographers,N,m,smp,post,DeepL,NMT,1
Photographers,N,m,smp,post,GPT5,LLM,1
Photographers,N,m,smp,post,Claude,LLM,1
Photographers,N,m,smp,post,Ministral,LLM,1
Photographers,N,m,smp,post,Qwen,LLM,1
Photographers,N,m,smp,post,LLaMA,LLM,1
Photographers,N,m,smp,post,DeepSeek,LLM,1
Photographers,N,f,smp,post,Google,NMT,1
Photographers,N,f,smp,post,DeepL,NMT,1
Photographers,N,f,smp,post,GPT5,LLM,1
Photographers,N,f,smp,post,Claude,LLM,1
Photographers,N,f,smp,post,Ministral,LLM,1
Photographers,N,f,smp,post,Qwen,LLM,1
Photographers,N,f,smp,post,LLaMA,LLM,1
Photographers,N,f,smp,post,DeepSeek,LLM,1
Photographers,N,m,cpx,post,Google,NMT,1
Photographers,N,m,cpx,post,DeepL,NMT,1
Photographers,N,m,cpx,post,GPT5,LLM,1
Photographers,N,m,cpx,post,Claude,LLM,1
Photographers,N,m,cpx,post,Ministral,LLM,1
Photographers,N,m,cpx,post,Qwen,LLM,1
Photographers,N,m,cpx,post,LLaMA,LLM,1
Photographers,N,m,cpx,post,DeepSeek,LLM,1
Photographers,N,f,cpx,post,Google,NMT,1
Photographers,N,f,cpx,post,DeepL,NMT,1
Photographers,N,f,cpx,post,GPT5,LLM,1
Photographers,N,f,cpx,post,Claude,LLM,1
Photographers,N,f,cpx,post,Ministral,LLM,1
Photographers,N,f,cpx,post,Qwen,LLM,1
Photographers,N,f,cpx,post,LLaMA,LLM,0
Photographers,N,f,cpx,post,DeepSeek,LLM,1
Coaches and scouts ,N,m,smp,ante,Google,NMT,1
Coaches and scouts ,N,m,smp,ante,DeepL,NMT,1
Coaches and scouts ,N,m,smp,ante,GPT5,LLM,1
Coaches and scouts ,N,m,smp,ante,Claude,LLM,1
Coaches and scouts ,N,m,smp,ante,Ministral,LLM,1
Coaches and scouts ,N,m,smp,ante,Qwen,LLM,1
Coaches and scouts ,N,m,smp,ante,LLaMA,LLM,1
Coaches and scouts ,N,m,smp,ante,DeepSeek,LLM,1
Coaches and scouts ,N,f,smp,ante,Google,NMT,1
Coaches and scouts ,N,f,smp,ante,DeepL,NMT,1
Coaches and scouts ,N,f,smp,ante,GPT5,LLM,1
Coaches and scouts ,N,f,smp,ante,Claude,LLM,1
Coaches and scouts ,N,f,smp,ante,Ministral,LLM,1
Coaches and scouts ,N,f,smp,ante,Qwen,LLM,1
Coaches and scouts ,N,f,smp,ante,LLaMA,LLM,0
Coaches and scouts ,N,f,smp,ante,DeepSeek,LLM,0
Coaches and scouts ,N,m,cpx,ante,Google,NMT,1
Coaches and scouts ,N,m,cpx,ante,DeepL,NMT,1
Coaches and scouts ,N,m,cpx,ante,GPT5,LLM,1
Coaches and scouts ,N,m,cpx,ante,Claude,LLM,1
Coaches and scouts ,N,m,cpx,ante,Ministral,LLM,1
Coaches and scouts ,N,m,cpx,ante,Qwen,LLM,1
Coaches and scouts ,N,m,cpx,ante,LLaMA,LLM,1
Coaches and scouts ,N,m,cpx,ante,DeepSeek,LLM,1
Coaches and scouts ,N,f,cpx,ante,Google,NMT,0
Coaches and scouts ,N,f,cpx,ante,DeepL,NMT,1
Coaches and scouts ,N,f,cpx,ante,GPT5,LLM,1
Coaches and scouts ,N,f,cpx,ante,Claude,LLM,1
Coaches and scouts ,N,f,cpx,ante,Ministral,LLM,1
Coaches and scouts ,N,f,cpx,ante,Qwen,LLM,1
Coaches and scouts ,N,f,cpx,ante,LLaMA,LLM,0
Coaches and scouts ,N,f,cpx,ante,DeepSeek,LLM,1
Coaches and scouts ,N,m,smp,post,Google,NMT,1
Coaches and scouts ,N,m,smp,post,DeepL,NMT,1
Coaches and scouts ,N,m,smp,post,GPT5,LLM,1
Coaches and scouts ,N,m,smp,post,Claude,LLM,1
Coaches and scouts ,N,m,smp,post,Ministral,LLM,1
Coaches and scouts ,N,m,smp,post,Qwen,LLM,1
Coaches and scouts ,N,m,smp,post,LLaMA,LLM,1
Coaches and scouts ,N,m,smp,post,DeepSeek,LLM,1
Coaches and scouts ,N,f,smp,post,Google,NMT,1
Coaches and scouts ,N,f,smp,post,DeepL,NMT,1
Coaches and scouts ,N,f,smp,post,GPT5,LLM,1
Coaches and scouts ,N,f,smp,post,Claude,LLM,1
Coaches and scouts ,N,f,smp,post,Ministral,LLM,1
Coaches and scouts ,N,f,smp,post,Qwen,LLM,1
Coaches and scouts ,N,f,smp,post,LLaMA,LLM,1
Coaches and scouts ,N,f,smp,post,DeepSeek,LLM,1
Coaches and scouts ,N,m,cpx,post,Google,NMT,1
Coaches and scouts ,N,m,cpx,post,DeepL,NMT,1
Coaches and scouts ,N,m,cpx,post,GPT5,LLM,1
Coaches and scouts ,N,m,cpx,post,Claude,LLM,1
Coaches and scouts ,N,m,cpx,post,Ministral,LLM,1
Coaches and scouts ,N,m,cpx,post,Qwen,LLM,1
Coaches and scouts ,N,m,cpx,post,LLaMA,LLM,1
Coaches and scouts ,N,m,cpx,post,DeepSeek,LLM,1
Coaches and scouts ,N,f,cpx,post,Google,NMT,1
Coaches and scouts ,N,f,cpx,post,DeepL,NMT,1
Coaches and scouts ,N,f,cpx,post,GPT5,LLM,1
Coaches and scouts ,N,f,cpx,post,Claude,LLM,1
Coaches and scouts ,N,f,cpx,post,Ministral,LLM,0
Coaches and scouts ,N,f,cpx,post,Qwen,LLM,1
Coaches and scouts ,N,f,cpx,post,LLaMA,LLM,0
Coaches and scouts ,N,f,cpx,post,DeepSeek,LLM,1
Postsecondary teachers ,N,m,smp,ante,Google,NMT,1
Postsecondary teachers ,N,m,smp,ante,DeepL,NMT,1
Postsecondary teachers ,N,m,smp,ante,GPT5,LLM,1
Postsecondary teachers ,N,m,smp,ante,Claude,LLM,1
Postsecondary teachers ,N,m,smp,ante,Ministral,LLM,1
Postsecondary teachers ,N,m,smp,ante,Qwen,LLM,1
Postsecondary teachers ,N,m,smp,ante,LLaMA,LLM,1
Postsecondary teachers ,N,m,smp,ante,DeepSeek,LLM,1
Postsecondary teachers ,N,f,smp,ante,Google,NMT,1
Postsecondary teachers ,N,f,smp,ante,DeepL,NMT,1
Postsecondary teachers ,N,f,smp,ante,GPT5,LLM,1
Postsecondary teachers ,N,f,smp,ante,Claude,LLM,1
Postsecondary teachers ,N,f,smp,ante,Ministral,LLM,1
Postsecondary teachers ,N,f,smp,ante,Qwen,LLM,1
Postsecondary teachers ,N,f,smp,ante,LLaMA,LLM,1
Postsecondary teachers ,N,f,smp,ante,DeepSeek,LLM,1
Postsecondary teachers ,N,m,cpx,ante,Google,NMT,1
Postsecondary teachers ,N,m,cpx,ante,DeepL,NMT,1
Postsecondary teachers ,N,m,cpx,ante,GPT5,LLM,1
Postsecondary teachers ,N,m,cpx,ante,Claude,LLM,1
Postsecondary teachers ,N,m,cpx,ante,Ministral,LLM,1
Postsecondary teachers ,N,m,cpx,ante,Qwen,LLM,1
Postsecondary teachers ,N,m,cpx,ante,LLaMA,LLM,1
Postsecondary teachers ,N,m,cpx,ante,DeepSeek,LLM,1
Postsecondary teachers ,N,f,cpx,ante,Google,NMT,0
Postsecondary teachers ,N,f,cpx,ante,DeepL,NMT,1
Postsecondary teachers ,N,f,cpx,ante,GPT5,LLM,1
Postsecondary teachers ,N,f,cpx,ante,Claude,LLM,1
Postsecondary teachers ,N,f,cpx,ante,Ministral,LLM,1
Postsecondary teachers ,N,f,cpx,ante,Qwen,LLM,1
Postsecondary teachers ,N,f,cpx,ante,LLaMA,LLM,1
Postsecondary teachers ,N,f,cpx,ante,DeepSeek,LLM,1
Postsecondary teachers ,N,m,smp,post,Google,NMT,1
Postsecondary teachers ,N,m,smp,post,DeepL,NMT,1
Postsecondary teachers ,N,m,smp,post,GPT5,LLM,1
Postsecondary teachers ,N,m,smp,post,Claude,LLM,1
Postsecondary teachers ,N,m,smp,post,Ministral,LLM,1
Postsecondary teachers ,N,m,smp,post,Qwen,LLM,1
Postsecondary teachers ,N,m,smp,post,LLaMA,LLM,1
Postsecondary teachers ,N,m,smp,post,DeepSeek,LLM,1
Postsecondary teachers ,N,f,smp,post,Google,NMT,1
Postsecondary teachers ,N,f,smp,post,DeepL,NMT,1
Postsecondary teachers ,N,f,smp,post,GPT5,LLM,1
Postsecondary teachers ,N,f,smp,post,Claude,LLM,1
Postsecondary teachers ,N,f,smp,post,Ministral,LLM,1
Postsecondary teachers ,N,f,smp,post,Qwen,LLM,1
Postsecondary teachers ,N,f,smp,post,LLaMA,LLM,1
Postsecondary teachers ,N,f,smp,post,DeepSeek,LLM,1
Postsecondary teachers ,N,m,cpx,post,Google,NMT,1
Postsecondary teachers ,N,m,cpx,post,DeepL,NMT,1
Postsecondary teachers ,N,m,cpx,post,GPT5,LLM,1
Postsecondary teachers ,N,m,cpx,post,Claude,LLM,1
Postsecondary teachers ,N,m,cpx,post,Ministral,LLM,1
Postsecondary teachers ,N,m,cpx,post,Qwen,LLM,1
Postsecondary teachers ,N,m,cpx,post,LLaMA,LLM,1
Postsecondary teachers ,N,m,cpx,post,DeepSeek,LLM,1
Postsecondary teachers ,N,f,cpx,post,Google,NMT,1
Postsecondary teachers ,N,f,cpx,post,DeepL,NMT,1
Postsecondary teachers ,N,f,cpx,post,GPT5,LLM,1
Postsecondary teachers ,N,f,cpx,post,Claude,LLM,1
Postsecondary teachers ,N,f,cpx,post,Ministral,LLM,0
Postsecondary teachers ,N,f,cpx,post,Qwen,LLM,1
Postsecondary teachers ,N,f,cpx,post,LLaMA,LLM,1
Postsecondary teachers ,N,f,cpx,post,DeepSeek,LLM,1
Artists,N,m,smp,ante,Google,NMT,1
Artists,N,m,smp,ante,DeepL,NMT,1
Artists,N,m,smp,ante,GPT5,LLM,1
Artists,N,m,smp,ante,Claude,LLM,1
Artists,N,m,smp,ante,Ministral,LLM,1
Artists,N,m,smp,ante,Qwen,LLM,1
Artists,N,m,smp,ante,LLaMA,LLM,1
Artists,N,m,smp,ante,DeepSeek,LLM,1
Artists,N,f,smp,ante,Google,NMT,1
Artists,N,f,smp,ante,DeepL,NMT,1
Artists,N,f,smp,ante,GPT5,LLM,1
Artists,N,f,smp,ante,Claude,LLM,1
Artists,N,f,smp,ante,Ministral,LLM,1
Artists,N,f,smp,ante,Qwen,LLM,1
Artists,N,f,smp,ante,LLaMA,LLM,1
Artists,N,f,smp,ante,DeepSeek,LLM,1
Artists,N,m,cpx,ante,Google,NMT,1
Artists,N,m,cpx,ante,DeepL,NMT,1
Artists,N,m,cpx,ante,GPT5,LLM,1
Artists,N,m,cpx,ante,Claude,LLM,1
Artists,N,m,cpx,ante,Ministral,LLM,1
Artists,N,m,cpx,ante,Qwen,LLM,1
Artists,N,m,cpx,ante,LLaMA,LLM,1
Artists,N,m,cpx,ante,DeepSeek,LLM,1
Artists,N,f,cpx,ante,Google,NMT,0
Artists,N,f,cpx,ante,DeepL,NMT,0
Artists,N,f,cpx,ante,GPT5,LLM,1
Artists,N,f,cpx,ante,Claude,LLM,1
Artists,N,f,cpx,ante,Ministral,LLM,1
Artists,N,f,cpx,ante,Qwen,LLM,1
Artists,N,f,cpx,ante,LLaMA,LLM,1
Artists,N,f,cpx,ante,DeepSeek,LLM,1
Artists,N,m,smp,post,Google,NMT,1
Artists,N,m,smp,post,DeepL,NMT,1
Artists,N,m,smp,post,GPT5,LLM,1
Artists,N,m,smp,post,Claude,LLM,1
Artists,N,m,smp,post,Ministral,LLM,1
Artists,N,m,smp,post,Qwen,LLM,1
Artists,N,m,smp,post,LLaMA,LLM,1
Artists,N,m,smp,post,DeepSeek,LLM,1
Artists,N,f,smp,post,Google,NMT,1
Artists,N,f,smp,post,DeepL,NMT,1
Artists,N,f,smp,post,GPT5,LLM,1
Artists,N,f,smp,post,Claude,LLM,1
Artists,N,f,smp,post,Ministral,LLM,1
Artists,N,f,smp,post,Qwen,LLM,1
Artists,N,f,smp,post,LLaMA,LLM,1
Artists,N,f,smp,post,DeepSeek,LLM,1
Artists,N,m,cpx,post,Google,NMT,1
Artists,N,m,cpx,post,DeepL,NMT,1
Artists,N,m,cpx,post,GPT5,LLM,1
Artists,N,m,cpx,post,Claude,LLM,1
Artists,N,m,cpx,post,Ministral,LLM,1
Artists,N,m,cpx,post,Qwen,LLM,1
Artists,N,m,cpx,post,LLaMA,LLM,1
Artists,N,m,cpx,post,DeepSeek,LLM,1
Artists,N,f,cpx,post,Google,NMT,1
Artists,N,f,cpx,post,DeepL,NMT,1
Artists,N,f,cpx,post,GPT5,LLM,1
Artists,N,f,cpx,post,Claude,LLM,1
Artists,N,f,cpx,post,Ministral,LLM,1
Artists,N,f,cpx,post,Qwen,LLM,1
Artists,N,f,cpx,post,LLaMA,LLM,1
Artists,N,f,cpx,post,DeepSeek,LLM,1
Medical scientists,N,m,smp,ante,Google,NMT,1
Medical scientists,N,m,smp,ante,DeepL,NMT,1
Medical scientists,N,m,smp,ante,GPT5,LLM,1
Medical scientists,N,m,smp,ante,Claude,LLM,1
Medical scientists,N,m,smp,ante,Ministral,LLM,1
Medical scientists,N,m,smp,ante,Qwen,LLM,1
Medical scientists,N,m,smp,ante,LLaMA,LLM,1
Medical scientists,N,m,smp,ante,DeepSeek,LLM,1
Medical scientists,N,f,smp,ante,Google,NMT,1
Medical scientists,N,f,smp,ante,DeepL,NMT,1
Medical scientists,N,f,smp,ante,GPT5,LLM,1
Medical scientists,N,f,smp,ante,Claude,LLM,1
Medical scientists,N,f,smp,ante,Ministral,LLM,1
Medical scientists,N,f,smp,ante,Qwen,LLM,1
Medical scientists,N,f,smp,ante,LLaMA,LLM,1
Medical scientists,N,f,smp,ante,DeepSeek,LLM,1
Medical scientists,N,m,cpx,ante,Google,NMT,1
Medical scientists,N,m,cpx,ante,DeepL,NMT,1
Medical scientists,N,m,cpx,ante,GPT5,LLM,1
Medical scientists,N,m,cpx,ante,Claude,LLM,1
Medical scientists,N,m,cpx,ante,Ministral,LLM,1
Medical scientists,N,m,cpx,ante,Qwen,LLM,1
Medical scientists,N,m,cpx,ante,LLaMA,LLM,1
Medical scientists,N,m,cpx,ante,DeepSeek,LLM,1
Medical scientists,N,f,cpx,ante,Google,NMT,0
Medical scientists,N,f,cpx,ante,DeepL,NMT,0
Medical scientists,N,f,cpx,ante,GPT5,LLM,1
Medical scientists,N,f,cpx,ante,Claude,LLM,1
Medical scientists,N,f,cpx,ante,Ministral,LLM,1
Medical scientists,N,f,cpx,ante,Qwen,LLM,1
Medical scientists,N,f,cpx,ante,LLaMA,LLM,1
Medical scientists,N,f,cpx,ante,DeepSeek,LLM,1
Medical scientists,N,m,smp,post,Google,NMT,1
Medical scientists,N,m,smp,post,DeepL,NMT,1
Medical scientists,N,m,smp,post,GPT5,LLM,1
Medical scientists,N,m,smp,post,Claude,LLM,1
Medical scientists,N,m,smp,post,Ministral,LLM,1
Medical scientists,N,m,smp,post,Qwen,LLM,1
Medical scientists,N,m,smp,post,LLaMA,LLM,1
Medical scientists,N,m,smp,post,DeepSeek,LLM,1
Medical scientists,N,f,smp,post,Google,NMT,1
Medical scientists,N,f,smp,post,DeepL,NMT,1
Medical scientists,N,f,smp,post,GPT5,LLM,1
Medical scientists,N,f,smp,post,Claude,LLM,1
Medical scientists,N,f,smp,post,Ministral,LLM,1
Medical scientists,N,f,smp,post,Qwen,LLM,1
Medical scientists,N,f,smp,post,LLaMA,LLM,1
Medical scientists,N,f,smp,post,DeepSeek,LLM,1
Medical scientists,N,m,cpx,post,Google,NMT,1
Medical scientists,N,m,cpx,post,DeepL,NMT,1
Medical scientists,N,m,cpx,post,GPT5,LLM,1
Medical scientists,N,m,cpx,post,Claude,LLM,1
Medical scientists,N,m,cpx,post,Ministral,LLM,1
Medical scientists,N,m,cpx,post,Qwen,LLM,1
Medical scientists,N,m,cpx,post,LLaMA,LLM,1
Medical scientists,N,m,cpx,post,DeepSeek,LLM,1
Medical scientists,N,f,cpx,post,Google,NMT,1
Medical scientists,N,f,cpx,post,DeepL,NMT,1
Medical scientists,N,f,cpx,post,GPT5,LLM,1
Medical scientists,N,f,cpx,post,Claude,LLM,1
Medical scientists,N,f,cpx,post,Ministral,LLM,1
Medical scientists,N,f,cpx,post,Qwen,LLM,1
Medical scientists,N,f,cpx,post,LLaMA,LLM,1
Medical scientists,N,f,cpx,post,DeepSeek,LLM,1
Bartenders,N,m,smp,ante,Google,NMT,1
Bartenders,N,m,smp,ante,DeepL,NMT,1
Bartenders,N,m,smp,ante,GPT5,LLM,1
Bartenders,N,m,smp,ante,Claude,LLM,1
Bartenders,N,m,smp,ante,Ministral,LLM,1
Bartenders,N,m,smp,ante,Qwen,LLM,1
Bartenders,N,m,smp,ante,LLaMA,LLM,1
Bartenders,N,m,smp,ante,DeepSeek,LLM,1
Bartenders,N,f,smp,ante,Google,NMT,1
Bartenders,N,f,smp,ante,DeepL,NMT,1
Bartenders,N,f,smp,ante,GPT5,LLM,1
Bartenders,N,f,smp,ante,Claude,LLM,1
Bartenders,N,f,smp,ante,Ministral,LLM,1
Bartenders,N,f,smp,ante,Qwen,LLM,1
Bartenders,N,f,smp,ante,LLaMA,LLM,1
Bartenders,N,f,smp,ante,DeepSeek,LLM,0
Bartenders,N,m,cpx,ante,Google,NMT,1
Bartenders,N,m,cpx,ante,DeepL,NMT,1
Bartenders,N,m,cpx,ante,GPT5,LLM,1
Bartenders,N,m,cpx,ante,Claude,LLM,1
Bartenders,N,m,cpx,ante,Ministral,LLM,1
Bartenders,N,m,cpx,ante,Qwen,LLM,1
Bartenders,N,m,cpx,ante,LLaMA,LLM,1
Bartenders,N,m,cpx,ante,DeepSeek,LLM,1
Bartenders,N,f,cpx,ante,Google,NMT,0
Bartenders,N,f,cpx,ante,DeepL,NMT,0
Bartenders,N,f,cpx,ante,GPT5,LLM,1
Bartenders,N,f,cpx,ante,Claude,LLM,1
Bartenders,N,f,cpx,ante,Ministral,LLM,1
Bartenders,N,f,cpx,ante,Qwen,LLM,1
Bartenders,N,f,cpx,ante,LLaMA,LLM,0
Bartenders,N,f,cpx,ante,DeepSeek,LLM,1
Bartenders,N,m,smp,post,Google,NMT,1
Bartenders,N,m,smp,post,DeepL,NMT,1
Bartenders,N,m,smp,post,GPT5,LLM,1
Bartenders,N,m,smp,post,Claude,LLM,1
Bartenders,N,m,smp,post,Ministral,LLM,1
Bartenders,N,m,smp,post,Qwen,LLM,1
Bartenders,N,m,smp,post,LLaMA,LLM,1
Bartenders,N,m,smp,post,DeepSeek,LLM,1
Bartenders,N,f,smp,post,Google,NMT,1
Bartenders,N,f,smp,post,DeepL,NMT,1
Bartenders,N,f,smp,post,GPT5,LLM,1
Bartenders,N,f,smp,post,Claude,LLM,1
Bartenders,N,f,smp,post,Ministral,LLM,1
Bartenders,N,f,smp,post,Qwen,LLM,1
Bartenders,N,f,smp,post,LLaMA,LLM,1
Bartenders,N,f,smp,post,DeepSeek,LLM,1
Bartenders,N,m,cpx,post,Google,NMT,1
Bartenders,N,m,cpx,post,DeepL,NMT,1
Bartenders,N,m,cpx,post,GPT5,LLM,1
Bartenders,N,m,cpx,post,Claude,LLM,1
Bartenders,N,m,cpx,post,Ministral,LLM,1
Bartenders,N,m,cpx,post,Qwen,LLM,1
Bartenders,N,m,cpx,post,LLaMA,LLM,1
Bartenders,N,m,cpx,post,DeepSeek,LLM,1
Bartenders,N,f,cpx,post,Google,NMT,1
Bartenders,N,f,cpx,post,DeepL,NMT,1
Bartenders,N,f,cpx,post,GPT5,LLM,1
Bartenders,N,f,cpx,post,Claude,LLM,1
Bartenders,N,f,cpx,post,Ministral,LLM,0
